SITE_NO,RSQA_STUDY,RSQA_STUDY_DESC,STATION_NM,LAT_VA,LONG_VA,DEC_LAT_VA,DEC_LONG_VA,COORD_METH_DESC,COORD_ACY_DESC,COORD_DATUM_CD,COUNTY_NM,STATE_NM,STATE_ABBREV
11182400,CSQA,California Stream-Quality Assessment,ARROYO DEL HAMBRE A MARTINEZ CA,380012,1220744,38.00325513,-122.1299651,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Contra Costa County,California,CA
11181000,CSQA,California Stream-Quality Assessment,SAN LORENZO C A HAYWARD CA,374108,1220348,37.68548644,-122.064407,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Alameda County,California,CA
11179100,CSQA,California Stream-Quality Assessment,ALAMEDA C NR FREMONT CA,373400,1220002,37.56660245,-122.0016278,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Alameda County,California,CA
11181008,CSQA,California Stream-Quality Assessment,CASTRO VALLEY C A HAYWARD CA,374048,1220446,37.67993113,-122.0805186,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Alameda County,California,CA
12126910,PNSQA,Pacific Northwest Stream-Quality Assessment,"SWAMP CREEK NEAR MOUNTLAKE TERRACE, WA",474731.97,1221522.7,47.79221389,-122.2563056,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Snohomish County,Washington,WA
3351072,MSQA,Midwest Stream-Quality Assessment,"WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN",395537,861020,39.92698402,-86.17221137,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Hamilton County,Indiana,IN
2336526,SESQA,Southeast Stream-Quality Assessment,"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",334739,842828,33.79427255,-84.47437467,Interpolated from map,Unknown,NAD27     ,Fulton County,Georgia,GA
2337410,SESQA,Southeast Stream-Quality Assessment,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",333913.7,844915.7,33.65380556,-84.82102778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Douglas County,Georgia,GA
3.85638E+14,MSQA,Midwest Stream-Quality Assessment,"Loutre River near Montgomery City, MO",385637.55,913646.12,38.94376389,-91.61281111,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Montgomery County,Missouri,MO
6893620,MSQA,Midwest Stream-Quality Assessment,"Rock Creek at Kentucky Road in Independence, MO",390643,942820,39.11194444,-94.47222222,Unknown,Accurate to +/- 1 second,NAD83     ,Jackson County,Missouri,MO
3.94254E+14,MSQA,Midwest Stream-Quality Assessment,"Brushy Creek near Cameron, MO",394254.48,940923.05,39.71513333,-94.15640278,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Caldwell County,Missouri,MO
3.72303E+14,CSQA,California Stream-Quality Assessment,COYOTE C BL CHARCOT AVE NR SAN JOSE CA,372303.48,1215428.8,37.3843,-121.908,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Santa Clara County,California,CA
12112600,PNSQA,Pacific Northwest Stream-Quality Assessment,"BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN, WA",471845,1220951,47.31232289,-122.165396,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
3.75413E+14,CSQA,California Stream-Quality Assessment,WALNUT C A CIVIC DR A WALNUT CREEK CA,375413.21,1220333.18,37.90366944,-122.0592167,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.75257E+14,CSQA,California Stream-Quality Assessment,LAS TRAMPAS C A LAFAYETTE CA,375256.63,1220559.99,37.88239722,-122.0999972,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.7522E+14,CSQA,California Stream-Quality Assessment,SAN PABLO C A MORAGA WAY A ORINDA CA,375152.23,1221020.3,37.86450833,-122.1723056,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.84224E+14,MSQA,Midwest Stream-Quality Assessment,"ALLISON DITCH NEAR VINCENNES, IN",384304,873539.7,38.71777778,-87.59436111,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Lawrence County,Illinois,IL
3.83158E+14,MSQA,Midwest Stream-Quality Assessment,"North Moreau Creek nr Jefferson City, MO",383208.3,921908.1,38.53563889,-92.31891667,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Cole County,Missouri,MO
208732885,SESQA,Southeast Stream-Quality Assessment,"MARSH CREEK NEAR NEW HOPE, NC",354901,783535,35.81694444,-78.59305556,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Wake County,North Carolina,NC
5418180,MSQA,Midwest Stream-Quality Assessment,"Johns Creek near Worthington, IA",422349.8,910344.1,42.39716667,-91.06225,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Dubuque County,Iowa,IA
12110495,PNSQA,Pacific Northwest Stream-Quality Assessment,"JENKINS CREEK NEAR COVINGTION, WA",472038.76,1220723.52,47.3441,-122.1232,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,King County,Washington,WA
1096710,NESQA,Northeast Stream-Quality Assessment,"ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA",421946,713748,42.32944444,-71.63,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Worcester County,Massachusetts,MA
3.75312E+14,CSQA,California Stream-Quality Assessment,SAN PABLO C A ORINDA CA,375311.59,1221135.23,37.88655278,-122.1931194,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.75808E+14,CSQA,California Stream-Quality Assessment,WILKIE C A SANTA RITA RD NR RICHMOND CA,375807.83,1221725.99,37.96884167,-122.2905528,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.75746E+14,CSQA,California Stream-Quality Assessment,SAN PABLO C A EL PORTAL DR A SAN PABLO CA,375746.08,1221955.19,37.9628,-122.3319972,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.75701E+14,CSQA,California Stream-Quality Assessment,MT DIABLO C A CLAYTON CA,375701.31,1215644.33,37.95036389,-121.9456472,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
4.00856E+14,MSQA,Midwest Stream-Quality Assessment,"HERGET DRAINAGE DITCH NEAR KILBOURNE, IL",400856,895620,40.14888889,-89.93888889,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Mason County,Illinois,IL
11458300,CSQA,California Stream-Quality Assessment,NAPA C A NAPA,381807,1221810,38.3018588,-122.3038634,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Napa County,California,CA
3.82634E+14,CSQA,California Stream-Quality Assessment,SONOMA C A ADOBE CYN RD NR KENWOOD CA,382633.72,1223151.6,38.4427,-122.531,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Sonoma County,California,CA
5420520,MSQA,Midwest Stream-Quality Assessment,"Wapsipinicon River at McIntire, IA",432635.8,923640.5,43.44327778,-92.61125,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Mitchell County,Iowa,IA
5487550,MSQA,Midwest Stream-Quality Assessment,"Walnut Creek near Vandalia, IA",413213.3,931532.3,41.53702778,-93.25897222,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Jasper County,Iowa,IA
2093800,SESQA,Southeast Stream-Quality Assessment,"REEDY FORK NEAR OAK RIDGE, NC",361021,795710,36.1725,-79.95277778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Guilford County,North Carolina,NC
4.11439E+14,MSQA,Midwest Stream-Quality Assessment,"HODGE DITCH STREAM AT CORD N400W NR WHEATFIELD, IN",411434.01,870717.54,41.24278056,-87.12153889,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Jasper County,Indiana,IN
2336152,SESQA,Southeast Stream-Quality Assessment,"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",334837.6,841452.7,33.81044444,-84.24797222,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,DeKalb County,Georgia,GA
4.12911E+14,MSQA,Midwest Stream-Quality Assessment,"GREEN RIVER NEAR HOOPPOLE, IL",412911,895401,41.48638889,-89.90027778,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Henry County,Illinois,IL
3.92158E+14,MSQA,Midwest Stream-Quality Assessment,"NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN",392157.98,860359.06,39.36610556,-86.06640556,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Johnson County,Indiana,IN
1194000,NESQA,Northeast Stream-Quality Assessment,"EIGHTMILE RIVER AT NORTH PLAIN, CT",412630.01,721957.64,41.44166944,-72.33267778,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Middlesex County,Connecticut,CT
1196620,NESQA,Northeast Stream-Quality Assessment,"MILL RIVER NEAR HAMDEN, CT",412513.49,725409.57,41.42041389,-72.90265833,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,New Haven County,Connecticut,CT
11148900,CSQA,California Stream-Quality Assessment,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,354719,1210534,35.78857918,-121.0938048,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,San Luis Obispo County,California,CA
3.72716E+14,CSQA,California Stream-Quality Assessment,SAN FRANCISQUITO C DS OF NEWELL RD BR A PALO ALTO,372716,1220808,37.45438321,-122.1366305,Interpolated from map,Accurate to +/- 1 second,NAD27     ,San Mateo County,California,CA
2085500,SESQA,Southeast Stream-Quality Assessment,"FLAT RIVER AT BAHAMA, NC",361058,785244,36.18277778,-78.87888889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Durham County,North Carolina,NC
5483341,MSQA,Midwest Stream-Quality Assessment,"Beaver Creek at Glendon, IA",413521.3,942405.8,41.58925,-94.40161111,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Guthrie County,Iowa,IA
2088000,SESQA,Southeast Stream-Quality Assessment,"MIDDLE CREEK NEAR CLAYTON, NC",353415,783526,35.57083333,-78.59055556,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Johnston County,North Carolina,NC
12073425,PNSQA,Pacific Northwest Stream-Quality Assessment,"MINTER CREEK ABOVE HUGE CREEK NEAR WAUNA, WA",472323,1224138,47.38953988,-122.6951351,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Pierce County,Washington,WA
12128040,PNSQA,Pacific Northwest Stream-Quality Assessment,"PIPERS CREEK AT CARKEEK PARK, AT SEATTLE, WA",474242,1222220,47.71148654,-122.3734625,Interpolated from map,Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS)),NAD27     ,King County,Washington,WA
12072660,PNSQA,Pacific Northwest Stream-Quality Assessment,"OLALLA CREEK AT BURLEY OLALLA ROAD NEAR OLALLA, WA",472554,1223429,47.43148577,-122.5759651,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Kitsap County,Washington,WA
3611100,MSQA,Midwest Stream-Quality Assessment,"MASSAC CREEK NEAR METROPOLIS, IL",371129.5,884231.8,37.19152778,-88.70883333,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Massac County,Illinois,IL
4.00227E+14,MSQA,Midwest Stream-Quality Assessment,Squaw Creek Ditch near Squaw Creek Wildlife Area,400227.13,951514.96,40.04086944,-95.25415556,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Holt County,Missouri,MO
2204130,SESQA,Southeast Stream-Quality Assessment,"HONEY CREEK AT GA 212, NEAR CONYERS, GA",333447,840351,33.57983406,-84.06408054,Interpolated from map,Unknown,NAD27     ,Rockdale County,Georgia,GA
1187300,NESQA,Northeast Stream-Quality Assessment,"HUBBARD RIVER NEAR WEST HARTLAND, CT",420215,725621.58,42.0375,-72.93932778,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Hartford County,Connecticut,CT
3.82619E+14,CSQA,California Stream-Quality Assessment,GREEN VALLEY C A GRATON CA,382619.32,1225313.6,38.4387,-122.8871111,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Sonoma County,California,CA
12128000,PNSQA,Pacific Northwest Stream-Quality Assessment,"THORNTON CREEK NEAR SEATTLE, WA",474145,1221630,47.69565378,-122.2762368,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
214655255,SESQA,Southeast Stream-Quality Assessment,"MCALPINE CREEK AT SR3150 NR IDLEWILD, NC",351033,804309,35.17583333,-80.71916667,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
3.82035E+14,CSQA,California Stream-Quality Assessment,ALAMO C A TULARE RD BR NR VACAVILLE CA,382035.1,1215755.26,38.34308333,-121.96535,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Solano County,California,CA
3.82245E+14,CSQA,California Stream-Quality Assessment,ULATIS C A FARRELL RD NR VACAVILLE CA,382245.01,1220015.55,38.37916944,-122.0043194,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Solano County,California,CA
11456500,CSQA,California Stream-Quality Assessment,CONN C NR OAKVILLE CA,382650.2,1222250,38.44727778,-122.3805556,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Napa County,California,CA
11465690,CSQA,California Stream-Quality Assessment,COLGAN C NR SANTA ROSA CA,382408,1224355,38.40213524,-122.7330434,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Sonoma County,California,CA
2338840,SESQA,Southeast Stream-Quality Assessment,"YELLOWJACKET CREEK-HAMMETT RD, BLW HOGANSVILLE, GA",330822,845831,33.13956653,-84.97521504,Interpolated from map,Unknown,NAD27     ,Troup County,Georgia,GA
12113490,PNSQA,Pacific Northwest Stream-Quality Assessment,"LONGFELLOW CREEK AB GENESEE ST NR WEST SEATTLE, WA",473347.8,1222201.8,47.56327778,-122.3671667,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 10 seconds,NAD83     ,King County,Washington,WA
5517000,MSQA,Midwest Stream-Quality Assessment,"YELLOW RIVER AT KNOX, IN",411810,863714,41.30281963,-86.62056947,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Starke County,Indiana,IN
2094659,SESQA,Southeast Stream-Quality Assessment,"SOUTH BUFFALO CREEK NR POMONA, NC",360258,795119,36.04944444,-79.85527778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Guilford County,North Carolina,NC
12149490,PNSQA,Pacific Northwest Stream-Quality Assessment,"HARRIS CREEK ABOVE NE 108TH ST NR CARNATION, WA",474138.07,1215400.95,47.69390833,-121.9002639,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,King County,Washington,WA
3.83321E+14,CSQA,California Stream-Quality Assessment,NAPA R A BALE LN NR DEER PARK CA,383321.24,1223021.6,38.5559,-122.506,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Napa County,California,CA
2090380,SESQA,Southeast Stream-Quality Assessment,"CONTENTNEA CREEK NEAR LUCAMA, NC",354128,780635,35.69111111,-78.10972222,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Wilson County,North Carolina,NC
5418400,MSQA,Midwest Stream-Quality Assessment,"North Fork Maquoketa River near Fulton, IA",420951.6,904345.6,42.16433333,-90.72933333,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Jackson County,Iowa,IA
1112262,NESQA,Northeast Stream-Quality Assessment,"MILL RIVER AT SUMMER STREET NEAR BLACKSTONE, MA",420227,713056,42.04083333,-71.51555556,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Worcester County,Massachusetts,MA
1105000,NESQA,Northeast Stream-Quality Assessment,"NEPONSET RIVER AT NORWOOD, MA",421039,711205,42.17759871,-71.20088634,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Norfolk County,Massachusetts,MA
3.8041E+14,CSQA,California Stream-Quality Assessment,ARROYO SAN JOSE A DIGITAL DR NR NOVATO CA,380410.19,1223155.19,38.06949722,-122.5319972,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Marin County,California,CA
3.91114E+14,MSQA,Midwest Stream-Quality Assessment,"OTTER CREEK AT W COUNTY RD 750N NR NAPOLEON, IN",391103.52,852103.13,39.18431111,-85.35086944,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Ripley County,Indiana,IN
2203863,SESQA,Southeast Stream-Quality Assessment,"SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA",334135.5,841514,33.69319444,-84.25388889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,DeKalb County,Georgia,GA
12124490,PNSQA,Pacific Northwest Stream-Quality Assessment,"BEAR CREEK AT UNION HILL RD AT REDMOND, WA",474030.48,1220625.76,47.67513333,-122.1071556,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,King County,Washington,WA
531656290,MSQA,Midwest Stream-Quality Assessment,"WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN",444125.5,950207.1,44.69041667,-95.03530556,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Renville County,Minnesota,MN
6610765,MSQA,Midwest Stream-Quality Assessment,"Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.",411443,960113,41.24527778,-96.02027778,Unknown,Accurate to +/- 1 second,NAD83     ,Douglas County,Nebraska,NE
6610785,MSQA,Midwest Stream-Quality Assessment,"West Papillion Creek at Millard, Nebr.",411226.5,960739.4,41.20736111,-96.12761111,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Douglas County,Nebraska,NE
12123100,PNSQA,Pacific Northwest Stream-Quality Assessment,"COTTAGE LAKE CREEK AB BEAR CREEK NEAR REDMOND, WA",474303,1220507,47.71732139,-122.0865123,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
12120500,PNSQA,Pacific Northwest Stream-Quality Assessment,"JUANITA CREEK NEAR KIRKLAND, WA",474227,1221251,47.70732072,-122.2154024,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
1203510,NESQA,Northeast Stream-Quality Assessment,"POOTATUCK RIVER AT SANDY HOOK, CT",412509.3,731655.56,41.41925,-73.2821,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Fairfield County,Connecticut,CT
1208925,NESQA,Northeast Stream-Quality Assessment,"MILL RIVER NEAR FAIRFIELD, CT",410955.71,731612.03,41.165475,-73.27000833,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Fairfield County,Connecticut,CT
5464220,MSQA,Midwest Stream-Quality Assessment,"Wolf Creek near Dysart, IA",421505.5,921756,42.25152778,-92.29888889,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Tama County,Iowa,IA
12120000,PNSQA,Pacific Northwest Stream-Quality Assessment,"MERCER CREEK NEAR BELLEVUE, WA",473611,1221047,47.60287716,-122.1809561,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
2086849,SESQA,Southeast Stream-Quality Assessment,"ELLERBE CREEK NEAR GORMAN, NC",360333,784958,36.05931106,-78.83250647,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Durham County,North Carolina,NC
6808495,MSQA,Midwest Stream-Quality Assessment,"Unnamed Trib to W Nishnabotna Riv nr Randolph, IA",405224.6,953540.5,40.8735,-95.59458333,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Fremont County,Iowa,IA
5320500,MSQA,Midwest Stream-Quality Assessment,"LE SUEUR RIVER NEAR RAPIDAN, MN",440635,940230,44.10968777,-94.04190022,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Blue Earth County,Minnesota,MN
6800000,MSQA,Midwest Stream-Quality Assessment,"Maple Creek near Nickerson, Nebr.",413340.2,963227,41.56116667,-96.54083333,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Dodge County,Nebraska,NE
12119495,PNSQA,Pacific Northwest Stream-Quality Assessment,"MAY CREEK BELOW HONEY DEW CREEK NEAR RENTON, WA",473115,1221143,47.52065534,-122.1965107,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
3.90033E+14,MSQA,Midwest Stream-Quality Assessment,"OTTER CR AT N CORD 560E NR BUTLERVILLE, IN",390032.95,853002.7,39.00915278,-85.50075,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Jennings County,Indiana,IN
3.8424E+14,MSQA,Midwest Stream-Quality Assessment,"PRAIRIE CR AT CO RD N100W NR CAPEHART, IN",384234.27,871107.48,38.70951944,-87.18541111,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Daviess County,Indiana,IN
3.82017E+14,CSQA,California Stream-Quality Assessment,MILLIKEN C BL HEDGESIDE AVE NR NAPA CA,382017,1221611,38.33805556,-122.2697222,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Napa County,California,CA
3.81441E+14,CSQA,California Stream-Quality Assessment,SUISUN C A ROCKVILLE CA,381441.27,1220643.19,38.24479722,-122.1119972,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Solano County,California,CA
3505550,SESQA,Southeast Stream-Quality Assessment,"NANTAHALA RIVER NEAR HEWITT, NC",351818,833908,35.305,-83.65222222,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Swain County,North Carolina,NC
3504000,SESQA,Southeast Stream-Quality Assessment,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",350739,833707,35.1275,-83.61861111,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Macon County,North Carolina,NC
1115110,NESQA,Northeast Stream-Quality Assessment,"HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI",415048,713644,41.84676589,-71.61173114,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Providence County,Rhode Island,RI
1101500,NESQA,Northeast Stream-Quality Assessment,"IPSWICH RIVER AT SOUTH MIDDLETON, MA",423413,710146,42.570372,-71.02894187,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Essex County,Massachusetts,MA
1073319,NESQA,Northeast Stream-Quality Assessment,"LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH",430229,711206,43.04138889,-71.20166667,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Rockingham County,New Hampshire,NH
3.9111E+14,MSQA,Midwest Stream-Quality Assessment,W FK BUSSERON CR AT ST RT 48 NR WILFRED IN,391110.79,871945.12,39.18633056,-87.3292,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Sullivan County,Indiana,IN
212393300,SESQA,Southeast Stream-Quality Assessment,"W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC",352804,804725,35.46777778,-80.79027778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
12119705,PNSQA,Pacific Northwest Stream-Quality Assessment,"COAL CREEK AT BELLEVUE, WA",473407,1221050,47.56843293,-122.1817889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS)),NAD27     ,King County,Washington,WA
5299770,MSQA,Midwest Stream-Quality Assessment,"FLORIDA CREEK AT 171ST AVE NEAR MARIETTA, MN",445408,961833.4,44.90222222,-96.30927778,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Lac qui Parle County,Minnesota,MN
5455095,MSQA,Midwest Stream-Quality Assessment,"Old Mans Creek at Kansas Ave SW near Iowa City, IA",413630.2,913818.4,41.60838889,-91.63844444,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Johnson County,Iowa,IA
3340900,MSQA,Midwest Stream-Quality Assessment,"BIG RACCOON CREEK AT FERNDALE, IN",394240.2,870416.6,39.71116667,-87.07127778,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Parke County,Indiana,IN
12070000,PNSQA,Pacific Northwest Stream-Quality Assessment,"DOGFISH CREEK NEAR POULSBO, WA",474511,1223836,47.75287241,-122.6445933,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Kitsap County,Washington,WA
1209901,NESQA,Northeast Stream-Quality Assessment,"RIPPOWAM RIVER AT STAMFORD, CT.",410358,733257.38,41.06611111,-73.54927222,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Fairfield County,Connecticut,CT
3.83305E+14,CSQA,California Stream-Quality Assessment,RITCHEY C NR DEER PARK CA,383305.04,1223119.2,38.5514,-122.522,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Napa County,California,CA
3.83109E+14,CSQA,California Stream-Quality Assessment,MARK WEST C A TARWATER RD NR CALISTOGA CA,383108.57,1223633.2,38.51904722,-122.6092222,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Sonoma County,California,CA
2085000,SESQA,Southeast Stream-Quality Assessment,"ENO RIVER AT HILLSBOROUGH, NC",360416,790544,36.07111111,-79.09555556,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Orange County,North Carolina,NC
5471090,MSQA,Midwest Stream-Quality Assessment,"Unnamed Trib to East Br Indian Cr near Zearing, IA",420623.8,932102.9,42.10661111,-93.35080556,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Story County,Iowa,IA
208524090,SESQA,Southeast Stream-Quality Assessment,"MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC",360859,785348,36.14972222,-78.89666667,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Durham County,North Carolina,NC
11135250,CSQA,California Stream-Quality Assessment,SANTA YNEZ R A 13TH ST BRIDGE A VAFB NR LOMPOC CA,344035.82,1203312.2,34.67661667,-120.5533889,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Santa Barbara County,California,CA
5451112,MSQA,Midwest Stream-Quality Assessment,"South Fork Iowa River at H Avenue near Buckeye, IA",422610.2,932048.3,42.43616667,-93.34675,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Hardin County,Iowa,IA
